"サービス","EC2 その他($)","Support (Enterprise)($)","ElastiCache($)","CloudWatch($)","Tax($)","Elastic Container Service($)","Managed Workflows for Apache Airflow($)","S3($)","DynamoDB($)","Elastic Load Balancing($)","Relational Database Service($)","VPC($)","CloudSearch($)","EC2 Container Registry (ECR)($)","CloudTrail($)","Lambda($)","GuardDuty($)","WAF($)","EC2 インスタンス($)","Kinesis($)","Secrets Manager($)","Redshift($)","Config($)","Athena($)","Global Accelerator($)","Elastic MapReduce($)","Key Management Service($)","SQS($)","Kinesis Firehose($)","API Gateway($)","OpenSearch Service($)","Route 53($)","SNS($)","Cost Explorer($)","CloudWatch Events($)","Elastic File System($)","SES($)","CloudFront($)","Backup($)","Location Service($)","Step Functions($)","CloudShell($)","Glue($)","Systems Manager($)","Savings Plans for  Compute usage($)","Cognito($)","CloudFormation($)","X-Ray($)","Certificate Manager($)","Refund($)","合計コスト($)"
"2025-08-14","102.2362006253","","5.3340153491","61.865097567","","66.1758727452","49.902042112","34.8619954387","13.5934712751","19.5637407281","30.758862494","19.7105436064","11.6730834273","13.6103594077","9.2843235","10.8194103831","10.0022715847","6.7144153584","8.5632880562","5.6247634215","4.8454423888","7.5934184324","5.382","0.00235","2.6539916221","2.55441231","2.203182768","1.2346150814","0.9930040744","1.0975476311","1.4405573636","0.2428876","0.2804458982","0.24305","0.0004325","0.0322961952","0.0005029776","0.000004819","0.0000269313","","","","0","","0","","","","","","511.0939256729"
"2025-08-15","103.2804307483","","4.2010219832","58.8404632204","","56.9985428376","42.3565281641","34.8577160149","14.6306155448","19.3786917375","18.3137686609","18.3562212553","11.4320194559","9.9225990665","9.070733","10.8285258368","8.9580426962","6.4490751803","7.1464237993","5.624250582","4.4491723888","3.4633588484","3.828","0.02687","2.712918144","2.11871961","1.913460768","1.1336976087","0.9598490526","0.8611084095","1.4402180661","0.2348316","0.2210967717","0.2432645161","0.0003485","0.0322961952","0.0002011914","0.0000074692","0.0000269116","","","","0","","0","","","","","","464.2851158353"
"2025-08-16","95.8048695064","","2.4960339864","45.1576989408","","20.9320914287","27.186199629","32.2239346021","13.4145302531","17.9046774055","11.6110934172","15.682459749","10.6386818862","0.5299199424","7.26","6.4422250259","5.3643117339","5.5331306784","5.599072147","5.6215523105","3.4297123888","0.0058699944","1.455","0.0024","2.3942947649","1.40603757","1.098255768","0.6958697848","0.7106674579","0.1491359946","1.4403141683","0.1714552","0.0347786428","0.2433574194","0.0000145","0.0322961952","","0.0000139193","0.0000268552","0.00001","","","0","","0","","","","","","342.6719932661"
"2025-08-17","97.4150785054","","2.4960339864","47.6464271094","","21.797505438","27.877223567","32.631366393","13.6390185277","18.1163172936","11.6107006264","15.7006001205","10.6560312063","0.5299199424","7.6572635","7.3885721752","5.7499950384","5.6574965577","5.4757537102","5.622297092","3.7770123888","0.0058699944","1.851","0.0024","2.4112069289","1.43893335","1.128210768","0.872154984","0.7146156696","0.4278967013","1.4405401202","0.1796616","0.1125927863","0.2435216129","0.0000395","0.0322961952","0.0002011908","0.0000264393","0.0000268649","0.00001","","","0","","0","","","","","","352.3058178842"
"2025-08-18","114.4241350915","","3.4230285585","75.9171561718","","46.4205122369","35.4278589473","35.5285693557","15.8320482339","20.6827446071","15.5457954401","17.3444668328","11.9636977684","8.6369177498","10.481991","15.9089728421","9.8999275395","7.482436911","7.3550719601","5.62993028","5.3123423888","3.0753131078","3.498","0.0024","2.858511725","2.25559095","2.187810768","1.7612740139","1.3106976126","1.6918274736","1.4405260027","0.3052156","0.4439251009","0.2434729032","0.0005625","0.0322961952","0.0009053591","0.0000110381","0.000026766","0.0000695","","","0","0","0","","","","","","484.3260405314"
"2025-08-19","121.2513965592","","5.5970268361","79.3006156117","","57.9980704236","38.7701321717","35.6951344903","15.0235759586","20.6528717047","16.6372208077","18.0862514737","11.9875053779","10.3191686198","11.051918","17.3907781239","10.7772953437","7.7250674784","7.4660001943","5.6311502115","5.6424673888","4.6382188872","4.209","0.0024","2.9167230651","2.42304588","2.367516768","1.8694025005","1.4104639435","2.0135607217","1.4405878393","0.3164648","0.5191670862","0.2406522581","0.000582","0.0322972666","0.0003028552","0.0000057505","0.0000268923","0.00004","","","0","0","0","","","","","","521.4041052898"
"2025-08-20","117.0473706729","","11552.7950213213","81.4310326893","1154.4","66.2502530464","44.4187815417","35.1457736705","16.648173902","20.608177595","23.3829388215","19.0810092151","11.8739576129","21.604619212","10.487142","16.0577724493","10.8538982207","7.6969509823","7.7893539853","5.6306592805","5.2076223888","3.4136188872","4.416","0.0024","2.9446089216","2.37897255","2.539032768","1.7205350033","1.3564949806","1.53087805","1.4405165143","0.3130388","0.3970779632","0.243453871","0.0006385","0.0322979664","0.0001016667","0.0000118322","0.0000269454","0.00002","","","0","0","0","","","","","","13251.1402338274"
"2025-08-21","108.6563117399","","3.8370254107","81.5068583198","","57.0479226544","41.1967733357","34.9955959633","15.6136989168","20.6301860303","19.6311478924","18.3952499291","12.3436391967","14.0107149303","10.688593","9.6081745269","11.0216676904","7.6285346784","7.1621134602","5.6306076805","5.4524573888","1.4526888872","3.792","0.00821","2.9158633005","2.33349474","2.623695768","1.8011912275","1.3643871112","1.7944033383","1.4404993771","0.317458","0.4687175949","0.2408","0.0006975","0.0322981468","0.0001005954","0.0000102757","0.0000269853","0.0000795","","","0","","0","","","","","","505.6438950925"
"2025-08-22","108.056135888","","3.837027029","71.3164181913","","35.9494133393","44.7341299839","35.0780149672","14.5430421431","19.8640380602","16.4406741016","18.4566925037","11.9726076299","11.600642536","9.6776285","7.9571838659","9.6320710365","7.1955758784","7.1333877269","5.628646859","4.8376323888","3.9484657632","4.143","0.0024","2.774725971","2.2896","2.170539768","1.4404113519","1.2103339007","0.9464479539","1.440431111","0.2880468","0.2428589944","0.2401993548","0.00045","0.0322982328","0.0001005956","0.0000126634","0.0000268099","0.0000595","","","0","","0","","","","","","465.0813713993"
"2025-08-23","95.7367228932","","2.4960337416","87.361638537","","11.0207377086","45.6266999096","32.4460746259","13.7736633975","17.4605260871","11.4783499381","17.5151522437","10.8673695984","0.5255805456","7.2712265","4.4816159362","5.992497824","5.4232790784","4.6771368749","5.628033034","3.8189923888","0.0059338872","2.088","0.0024","2.3547644598","1.68660891","1.106568768","0.781941214","0.6555248455","0.1049121538","1.440410366","0.1900464","0.0247110427","0.2436329032","0.000014","0.0322982245","","0.0000097008","0.0000267704","0.00005","","","0","","0","","","","","","394.3191845085"
"2025-08-24","97.6868670087","","2.4960337416","48.2868440595","","11.5104207803","44.4835361956","32.443440915","13.6568393428","17.6980201846","11.4722763199","17.143759651","10.6697242177","2.2107812489","7.4648285","3.3024689925","6.3411746867","5.6267120784","5.2087030854","5.6227281025","3.8682173888","0.0059338872","1.956","0.0024","2.438684571","1.57187949","1.292100768","0.8571310103","0.7386132432","0.3126008819","1.4403983759","0.2002528","0.0818893033","0.2434477419","0.0000755","0.0322982328","","0.0000149701","0.0000269878","0.00002","","","0","","0","","","","","","358.3671442633"
"2025-08-25","110.2062308372","","3.7340270341","75.3142528625","","39.2915320591","40.395549695","36.4196373161","14.698166732","20.2533313654","16.9809585607","18.1244284904","12.0980126128","8.4739886341","10.589834","9.3664319369","10.3636070315","7.5184381124","6.7969767967","5.6298384965","5.4785223888","3.9482914932","4.02","0.0024","2.8773721512","2.31379635","2.245242768","1.7637077929","1.3197062307","1.7510637687","1.4403815529","0.315342","0.4562951317","0.241883871","0.0006765","0.0322982328","0.0006035716","0.0000106008","0.0000270968","0.00002","","","0","0","0","","","","","","474.4628840745"
"2025-08-26","111.6990143199","","3.837026153","80.2409719847","","40.2107532497","46.1881531398","35.8732946628","14.9105046526","20.4886227711","17.1283449987","18.5919474429","12.0206749209","21.3118962173","10.6190775","9.8450199637","11.1730377724","7.8195715523","6.9193930634","5.630669579","5.4602123888","4.6759864932","4.62","0.0024","2.9644122283","2.31985857","2.570601768","1.7691729291","1.3603791621","1.6399807445","1.4404132862","0.3204352","0.4223351108","0.2440029032","0.000627","0.03229823","0.0008058398","0.0000080068","0.0000273756","0.00001","","","0","0","0","","","0","","","504.3519411806"
"2025-08-27","119.5314763085","","3.9940232856","79.5415360746","","55.6213411344","45.7802820663","36.0709448867","15.2059695319","19.779343703","18.8451689741","18.7660801704","12.177892712","16.0107558664","11.0856205","11.6867623467","10.8983208101","7.685865221","7.0405748169","5.6307455385","5.7290023888","6.1382665952","4.626","0.0024","2.7183874891","2.41302981","2.276097768","1.916005982","1.3641883276","2.30757349","1.4406209691","0.3248076","0.5883848489","0.2436825806","0.000516","0.0322984548","0.0007041676","0.0000056815","0.0000277124","","","","0","0","0","","","","","","527.4747038127"
"2025-08-28","109.3295790177","","4.6590210768","81.0698727546","","64.6017692805","38.4319044174","35.9035502081","14.8649485195","20.4747411568","20.5691919408","18.5774870455","12.0160283337","17.2220990197","10.3867895","9.3730879551","10.3719913438","7.7287268878","6.8051981792","5.6299037705","5.2591073888","3.5644258652","3.747","0.0024","2.9185225751","2.25905349","2.318823768","1.6344212597","1.3604028511","1.4224390886","1.4407567878","0.3107752","0.367413224","0.2434970968","0.000686","0.0322984964","0.0006057222","0.0000210716","0.000027903","","0.0000001765","","0","","0","","0","","","","514.8985683723"
"2025-08-29","108.6571448294","","3.6290271088","75.5709157083","","49.194006266","30.2809954518","34.5301312084","14.4762173015","19.978277742","15.9099254768","17.5401645366","11.9592362685","13.4499446786","9.7048265","8.0632413471","8.6731356822","7.4444663464","5.6626901572","5.6286673055","4.7441223888","0.0059338872","2.412","0.0024","2.8544795089","1.78795239","1.902069768","1.4572574579","1.2630928236","1.0409681596","1.4407464772","0.2945248","0.2636433792","0.2435045161","0.000393","0.0322984937","","0.0000186339","0.0000281603","","","","0","","0","","","","","","460.0984477595"
"2025-08-30","96.6521695543","","2.496033744","49.8533310573","","17.3870123816","28.1136992482","32.8032719027","13.3899587486","17.5634177885","11.513564465","16.7755088161","10.6384884825","0.5300016432","7.3292155","4.294597612","5.5347437856","5.6031218784","4.7498792588","5.6222914375","3.4827973888","0.0059338872","1.449","0.0024","2.4664052594","1.46063949","1.153800768","0.7431038075","0.7128820604","0.0723551406","1.4412667241","0.185674","0.016402127","0.2435916129","0.000023","0.0322984909","","0.0000207089","0.0000283383","","","","0","","0","","","","","","344.3189301083"
"2025-08-31","99.2490989253","","2.496033744","51.2378909291","","18.4040142385","27.7578872213","32.4904428706","13.7271975967","17.9631889771","11.5253832011","16.9742916114","10.674556279","0.5300016432","7.73914","4.5352582421","5.9295731818","5.8913816784","4.7938362979","5.622678502","3.7093323888","0.1374115027","1.536","0.0024","2.5752388689","1.43680674","1.227375768","0.8579348779","0.8128921506","0.315813139","1.4409888388","0.1998556","0.0811993272","0.3175693333","0.000045","0.0322984909","0.0002011905","0.0000349988","0.0000282468","","","","0","","0","","","","","","352.2252816017"
"2025-09-01","110.8043279997","1480.5","3.4230292584","69.3817352365","1619.97","51.8328930037","36.1401326362","30.1439908778","27.6657640713","18.4523342709","16.4751313155","17.7139649139","34.0296165627","6.7294592468","10.65471","6.9291262332","9.3737896856","7.6788006864","6.1608106989","5.630526991","5.1748034912","3.0221277344","3.45","0.031975","2.9449514625","2.17360143","1.7516200032","1.1485442341","1.3259371948","1.3385411071","1.4438293498","4.8194764","0.080197494","0.246519","0.000471","0.0333751104","0.0004023809","0.0000121017","0.0000293149","0.00002","","","0","0","0","","","","","","3598.6765774975"
"2025-09-02","113.707633971","","3.5260286352","82.0323227582","","43.9107678417","36.4752740184","36.0803019131","13.6352865575","20.4998010512","17.530072918","17.690382242","11.933226533","12.023634181","10.5822315","7.4771728719","10.0398446829","7.8907362864","7.1369178102","5.6310599115","5.4092684912","3.3368251284","3.768","0.0024","2.9140294782","2.32884189","2.1776860032","1.7571918925","1.3896833044","1.6078224428","1.4473930679","0.3217344","0.2260544597","0.2602243333","0.0006635","0.0333751104","0.0002011904","0.0000053069","0.0000293951","0.0000595","","","0","0","0","","","","","","484.7841845776"
"2025-09-03","120.857424971","","3.7320273888","85.3984224399","","49.0942095169","37.6248517508","36.7581917274","13.6384458175","21.0256813838","19.2615554133","18.1734622687","11.9005962313","15.5565056925","10.5544535","9.166496633","9.9317667913","7.9057386198","7.3147715742","5.630847298","5.3389584912","3.7777335664","3.924","0.0024","3.0438606815","2.24362692","2.1650200032","1.7330538162","1.3817700579","1.5844248007","1.4436821357","0.3139208","0.2581029236","0.251049","0.0005485","0.0333751104","0.0004034549","0.0000952281","0.0000294581","0.00005","","","0","0","0","","","","","","511.0215539661"
"2025-09-04","120.5537903048","","3.8350276819","84.0724733957","","46.7976043885","38.3913512358","36.1666203412","13.6459716247","20.7298520798","18.3294814694","18.0947112652","11.9298251206","30.3091415545","10.567992","9.4086435079","9.8769350598","7.9925965084","7.4379458628","5.630557607","5.2469184912","4.2173241457","4.323","0.0026","3.0432174747","2.29217763","2.1624460032","1.742858162","1.3616619868","1.6703610183","1.4432671424","0.3138736","0.430299778","0.2496173333","0.000495","0.0333754455","0.0012071408","0.0001370801","0.0000294888","0.00002","","","0","","0","","","","","","522.3054079288"
"2025-09-05","116.729985177","","3.5260286352","76.0885335122","","39.9298452439","35.2679088002","35.7630522296","13.6469398441","20.0917220181","15.8837384953","17.7397119092","11.9566260925","3.9963960081","9.4600875","8.4846230374","8.6601385713","7.5676346208","6.9201231609","5.6290048985","4.7750134912","3.1977962824","3.273","0.0024","2.8506261773","2.14462506","1.8705550032","1.4012599234","1.2026869009","0.8044656887","1.4431754232","0.2915016","0.2079797069","0.2506653333","0.000399","0.03337564","0.0002011909","0.0000187526","0.0000295132","0.0000795","","","0","","0","","","","","","461.0919539415"
"2025-09-06","104.4238797652","","2.4960348672","47.300684713","","13.7660475458","27.4693142036","32.6537661234","13.6417089883","17.658625082","11.8073341279","16.1125249135","10.6490471539","0.545026188","7.4155915","2.9077131253","5.6198005889","5.7956262864","5.0420706845","5.622172951","3.5628884912","0.0060735744","1.644","0.0024","2.4696535827","1.41324585","1.1974030032","0.7446654577","0.732266407","0.0971967097","1.4433447328","0.1807476","0.0230041261","0.2504856667","0.000035","0.03337564","","0.0000267963","0.0000295113","0.0000495","","","0","","0","","","","","","344.727860457"
"2025-09-07","106.4542749386","","2.599034244","54.2583354736","","17.6333453037","27.9156265844","33.3057151795","13.6438925083","17.9764943918","12.2513353042","16.1020143871","10.6562457847","0.545026188","7.742185","3.2092056029","6.0561494952","6.8478570864","5.3044796544","5.6225202405","3.7909184912","0.3136189904","1.848","0.0024","2.5533490861","1.49953191","1.2904360032","0.8264022065","1.3525999838","0.328234563","1.4433276906","0.1872824","0.0847527253","0.2507953333","0.000061","0.03337564","","0.0000357297","0.0000294894","0.00006","","","0","","0","","","","","","363.9289486098"
"2025-09-08","120.1887030142","","5.0220186878","82.8787015841","","79.1605360956","48.0067870638","37.835412754","14.7128856468","20.6688082752","24.4109691481","19.9366422946","12.0501058177","35.7498543235","10.587669","10.4771527118","11.2774868456","8.0738610652","8.2969812517","5.630252823","5.6263184912","5.3256697204","5.154","0.0024","3.0016343568","2.52254013","2.4660160032","1.6784717659","1.4159919549","1.3938122781","1.4431573526","0.3091312","0.3702325779","0.2507356667","0.0004805","0.03337564","0.0007052018","0.0000198148","0.0000295404","0.00002","","","0","0","0","","","","","","585.9595705974"
"2025-09-09","121.2310822556","","4.0970235678","83.9676423763","","64.9051081547","42.5285074567","37.875205708","13.8874518348","20.9298481848","25.3944798545","18.8572498674","12.0438822683","18.9262576768","11.0878805","10.4963765622","12.4702459174","8.1424050198","7.56835627","5.6304458285","5.6015434912","6.2832824284","5.031","0.29967","3.0158915321","2.25498972","3.0034900032","1.7618155276","1.4818967057","1.7050547268","1.4431165319","0.3266844","0.4427216279","0.2481393333","0.000695","0.03337566","0.000905355","0.0000878605","0.0000294754","0.00002","","","0","0","0","","","","","","552.9738586826"
"2025-09-10","119.8343310564","","4.0970235678","84.5841751223","","60.7942220337","42.6280627621","37.1891117878","15.9214344054","20.5190821206","20.922001087","18.7830388095","11.8943795722","22.4281601515","10.822332","9.8131021975","11.0376775455","7.9168806198","7.2802829845","5.63051121","5.5268684912","6.3150312824","5.19","0.131875","2.9946604877","2.13099363","2.4701350032","1.7471672584","1.4055480766","1.7114453499","1.4434359703","0.3176812","0.4389420246","0.2509546667","0.0006065","0.03337566","0.000905351","0.0005199651","0.0000294269","0.00001","","","0","0","0","","","","","","544.2059943776"
"2025-09-11","119.6942143141","","4.0460236972","81.3819271533","","60.6830733552","43.1480186402","37.0115278288","14.192826368","20.5131004698","22.480643914","19.123848169","11.9056505916","36.1068978283","10.9095615","9.0366143549","11.6940462252","7.812928109","8.2108072366","5.6302326345","5.5185034912","6.9206154504","5.061","1.395415","3.005559327","2.62200018","2.5496800032","1.673195017","1.3472607996","1.4576548622","1.4443588861","0.3139588","0.3792853213","0.251509","0.000497","0.03337566","0.0008047584","0.001002732","0.0000294492","","","","0","","0","","","","","","557.5576481273"
"2025-09-12","111.9887163625","","4.149023074","73.4101830712","","52.1545015333","42.3264858138","36.8833083314","15.5002903083","19.3231171955","23.0111615375","18.7885111481","12.0635270438","20.5369727657","12.545507","8.4878178036","13.0010633675","7.4075272869","7.8638629197","5.6288343175","4.9696084912","6.6771781584","4.539","9.5826","2.6535919924","2.40999207","2.2215880032","1.4110542283","1.1976309592","0.85537434","1.4432316851","0.2910264","0.2247442756","0.2520923333","0.0005195","0.03337566","0.0001005944","0.0000209525","0.000029431","","","","0","","0","","","","","","523.8331699549"
"2025-09-13","100.2992519279","","2.4960348672","44.9977486871","","13.068561333","28.5588410739","32.9553143152","13.9063815964","16.9904714057","12.0067480053","15.9160572738","10.6689631898","0.5564356344","7.00619","2.6906810752","5.4211884816","5.5487622864","4.8047930494","5.62197872","3.5189484912","0.0060735744","1.548","0.0024","2.2593958042","1.45538511","1.1892880032","0.7207842152","0.6522382166","0.0726691474","1.4432174749","0.1782592","0.0166144464","0.2521946667","0.0000185","0.03337564","","0.0000119205","0.0000294924","","","","0","","0","","","","","","336.8633068254"
"2025-09-14","103.2960686139","","2.4960348672","45.7712591836","","13.47684088","28.1149344558","33.4184192943","13.9832777837","17.3869642743","12.0105234697","15.7853074022","10.639664895","0.5564356344","7.0631275","2.822833166","5.5265077374","5.6542140864","5.0950815465","5.62156936","3.5914384912","0.0060735744","1.614","0.0024","2.4437793395","1.47253668","1.1985640032","0.7258008826","0.7154477119","0.182870526","1.4432669176","0.1720792","0.0480777201","0.2521626667","0.000013","0.03337564","","0.000033911","0.000029574","","","","0","","0","","","","","","342.6210139886"
"2025-09-15","105.8290310852","","2.4960348672","49.9646957977","","14.9682363818","28.2394807898","35.7927214561","14.1710347946","17.8397055856","12.0517603599","16.2959714923","11.0272973643","3.2853088094","7.6645995","4.2571507964","6.2115450998","5.9805888198","5.253848155","5.6230957955","3.8328034912","0.0091262824","2.04","0.0024","2.5452996049","1.41431478","1.4096260032","0.8967486591","0.7860259445","0.3307182699","1.4431652967","0.2068644","0.0872489217","0.2514426667","0.000062","0.03337566","0.0001005949","0.0000240596","0.000029666","","","","0","0","0","","","","","","362.2414832512"
"2025-09-16","121.0646656203","","4.7680200676","81.532957029","","73.9493772815","45.7620500626","38.4064690428","15.3122129315","20.6881819896","26.4065241843","19.5789915704","12.128388759","34.7334776305","10.438802","9.2378944864","12.2648142487","8.0932426869","9.1338924055","5.630075663","5.5012884912","9.1037877424","5.463","0.0024","3.074083211","2.91734457","3.0078970032","1.6321075488","1.4213328549","1.2903196083","1.4431849117","0.3355016","0.339963952","0.24836","0.0006685","0.03337564","0.0011065421","0.0000120642","0.0000298192","0.00001","","","0","0","0","","0","","","","584.9458117186"
"2025-09-17","115.4048557667","","4.149023074","81.6732750653","","53.5786542998","43.5270248945","37.7899936644","15.2652475361","20.357964132","19.3859748734","16.4194143473","12.011292721","30.5696681016","10.6425765","10.3790983257","13.6722646304","7.7715593532","8.2332317319","5.630735928","5.4961284912","6.9584697204","5.136","0.0024","3.005802026","2.52120255","3.7169410032","1.6565569856","1.3586944776","1.5037468307","1.4433748135","0.3229324","0.3860598634","0.252131","0.0005945","0.0333762053","0.0004023803","0.0000126768","0.0000299295","0.0000695","","","0","0","0","","0","","","","540.2567802988"
"2025-09-18","125.223704059","","4.149023074","79.3013090671","","74.45908225","42.7077777706","38.5900479617","16.3797945737","20.3829568522","25.0718418121","21.622509709","11.9193301203","18.3776422911","11.047442","11.5101134414","11.5672433068","7.6674468198","8.128112025","5.630676029","5.6502384912","6.7861185744","4.827","0.0024","2.9748030123","2.50820667","2.6004190032","1.8287559306","1.3399631308","1.9593661543","1.4432106875","0.314594","0.5098697751","0.2528456667","0.0005355","0.0333766224","0.0001005949","0.0000708595","0.0000301388","0.00004","","","0","","0","","","","","","566.7679979745"
"2025-09-19","119.1305376821","","5.7500140202","76.8655508884","","97.9763964196","47.687624082","38.1629777333","15.7252737026","19.9060009329","26.3637729789","20.6825973024","11.931753643","31.6901310562","10.1346225","7.5482963311","12.0251311557","7.2750995532","9.2047134582","5.628212774","5.0680934912","10.3209735744","5.652","0.0024","2.8841688472","2.87476896","2.9332150032","1.4907288435","1.1915254782","1.2221001748","1.4432155853","0.2926684","0.3139417007","0.250559","0.0004995","0.0333766224","0.0004023799","0.0000236903","0.0000301085","0.00003","","","0","","0","","","","","","599.6634275734"
"2025-09-20","106.7615441193","","4.9680198984","50.277231472","","65.2449658216","28.3259195906","36.6664553818","13.953283018","17.565728273","12.0960162675","18.4838823849","10.5467405592","0.55802508","7.3230175","4.1995837535","5.7110313133","5.6392104864","5.2386530121","5.621982246","3.5544234912","0.0059056992","1.734","0.0024","2.4905904702","1.40065482","1.1802220032","0.7355780523","0.6995611383","0.0955159301","1.4431458045","0.1801764","0.0227302778","0.251806","0.000016","0.0333766224","","0.0000210463","0.0000300572","0.0000795","","","0","","0","","","","","","413.0115234903"
"2025-09-21","108.2500565589","","4.9680198984","52.7499276165","","65.136903313","27.8914553692","35.5909270236","14.2047042088","17.7853934002","12.0967022321","18.4650426044","10.7229457081","0.55802508","7.768926","4.1759243085","6.0088936264","5.7155214864","5.3593670854","5.62216835","3.7411084912","0.0060967512","1.773","0.0024","2.5504510928","1.44932838","1.2525040032","0.8450431977","0.717806682","0.4055910761","1.4435929646","0.1870316","0.1052285638","0.2522536667","0.0000375","0.0333766224","","0.0000643244","0.000030006","0.0000495","","","0","","0","","","","","","417.835898292"
"2025-09-22","117.3786260759","","3.7320282943","75.1902918923","","43.1722609967","36.7978088492","36.4476885392","14.8118154801","19.6685181007","16.4516919308","17.9974758728","11.7286607695","22.3104601786","9.5652755","7.4142879775","9.1592514338","7.2560622864","7.2946876719","5.6279652445","4.7053084912","3.4013963352","3.141","0.0024","2.877856973","2.09256954","2.0478940032","1.3560475505","1.2167888835","0.8398968569","1.4436661562","0.2697968","0.2168800798","0.2545553333","0.0004155","0.0333766224","0.000201191","0.0000039381","0.0000299958","0.00005","","0.0000006179","0","0","0","","","","","","485.9049919622"
"2025-09-23","109.1716399673","","2.9080323644","52.6796935071","","25.0548389248","31.0637494554","34.6548809216","14.1144369108","18.0302078944","13.9129322959","16.949689553","10.8338616793","3.2875095929","8.0707025","4.1570612649","6.536185843","6.0406894203","5.9559254905","5.6235534875","3.9637484912","1.4512817512","2.475","0.0024","2.6197676085","1.59139701","1.4149060032","0.9336052802","0.7924740603","0.3642493806","1.4435183277","0.1999692","0.0941516523","0.2541336667","0.000064","0.0333766224","","0.0000290346","0.0000299356","0.00003","","","0","0","0","","","","","","386.6797230976"
"2025-09-24","122.3158360819","","4.4620211627","84.9618185352","","74.4318061264","47.4326232923","39.7819271314","15.3264178124","20.5493319654","23.8430552845","19.6485265461","12.2315219562","27.5288206706","10.812111","10.1015573833","11.9649595578","7.6732295532","9.4723915732","5.6301968585","5.4789034912","9.5026782112","5.742","0.26578","3.0393000978","2.85724836","2.7808150032","1.6730527182","1.3083010483","1.4703573954","1.4431880552","0.30872","0.3802440393","0.2545073333","0.000482","0.0333766224","0.0007041676","0.000156978","0.0000299173","0.00002","","","0","0","0","","","","","","584.7080179295"
"2025-09-25","135.630819266","","4.774020372","86.4467800332","","84.84630222","50.7945990546","37.5489548409","15.4118887377","20.555985889","26.0381215932","20.0481532317","12.014490378","31.6169378483","10.4003645","15.9115650715","12.2650567246","7.7144652198","9.5225107856","5.6305674325","5.3208234912","11.3546674812","6.435","0.0024","3.0386009516","3.07304064","2.9834680032","1.6193434057","1.3268444257","1.2484061137","0.1202127283","0.3053012","0.3164317318","0.2517816667","0.0004895","0.0333768425","0.0007041646","0.0000229517","0.0000297697","0.00001","","","0","","0","","0","0","","","624.6025382662"
"2025-09-26","136.2521960754","","4.3590215405","76.255575585","","67.8712872592","46.5909932354","36.6858358898","15.45570771","20.2960660852","22.8808430959","19.2148922307","11.8220167201","14.1217953725","10.2490725","14.2262995116","10.9311903292","7.4279094864","8.2151926816","5.628811463","5.2598634912","8.945008263","5.778","0.0024","3.1816463136","2.7370899","2.4642430032","1.5085774701","1.2499418455","1.3229988333","","0.2852356","0.3356378509","0.2542016667","0.0005295","0.0333771862","0.0007052432","0.0000171711","0.0000299258","","","","0","","0","","","","","","561.8442100353"
"2025-09-27","122.0214644271","","2.4960349224","45.5941379023","","18.5352876672","28.5605077521","33.3205388747","13.9758776882","17.5316980478","12.0895727505","16.1342053051","10.6656692151","0.5611652424","7.332199","5.5146580268","5.9517122997","5.5789866864","4.1062906057","5.622076631","3.5474534912","0.0061424784","1.917","0.0024","2.5079948493","1.46602014","1.3701310032","0.7317560604","0.6550405879","0.0900442971","","0.1706952","0.0215806511","0.2543676667","0.0000065","0.0333772176","","0.0000205093","0.0000298442","","","","0","","0","","","","","","368.3661435409"
"2025-09-28","123.8300352711","","2.4960349224","47.7674639585","","17.9341106978","28.4707035079","34.3722423219","14.1398039732","17.7722628068","12.1575226953","16.0325248685","10.6864385471","0.5611652424","7.6293525","6.1442946593","6.4658238954","5.7132684864","5.2973976791","5.622520391","3.7993884912","0.0533297704","1.932","0.0024","2.7169468228","1.42645836","1.5488950032","0.8619618916","0.7180303575","0.3697609401","","0.1821096","0.0948561433","0.2542566667","0.000041","0.0333771976","","0.000042311","0.0000296809","","","","0","","0","","","","","","377.0868506604"
"2025-09-29","136.2719449198","","5.1890197758","73.6525722885","","87.8364074103","52.6341830553","39.24082496","15.1456006827","20.3868528026","25.4596766974","20.2432765843","12.0244420481","14.447558752","10.1192125","14.8741889387","11.732282853","7.6560210198","9.8199136838","5.6291397895","5.2407934912","12.9509667484","6.756","0.0024","3.0271989517","3.11532096","2.7254950032","1.4573539585","1.3079695701","1.0539496487","","0.2912692","0.26703977","0.2518253333","0.0006","0.0333773544","0.0005029747","0.0000079321","0.0000294781","","","","0","0","0","","","","","","600.845219136"
"2025-09-30","138.5363298778","","4.9810204276","77.5253757563","","83.5332352358","51.5001375772","37.7629391759","15.2385871922","20.706029379","29.3348187024","20.2398221657","12.064880931","22.0703468657","10.5372435","15.5307999831","12.4728859455","7.9102860864","9.7723602604","5.628580424","5.5736984912","11.8885135224","6.651","0.0024","3.0903018681","3.0278316","2.9999800032","1.612068232","1.3972494504","1.7491374697","","0.3073376","0.443359834","0.3183867742","0.000531","0.0333777442","0.0005029746","0.000022827","0.0000294087","","","","0","0","0","","0","","","","614.4414082857"
